1,not difficult to predict the coming of a global cold,[],[difficult, cold],negative
2,stevenbeschloss: anyone doubt the cold blooded butcher of moscow sleeps well,[well],[doubt, butcher, cold],negative
3,hariolor: the  corpse  was  no  longer  cold  because  there  never  had  been  any  corpse  for  you  to  mourn  over  in  the  first,[],[cold, mourn],negative
1629,covid19  vaccine https:  t co odyimqytn1,[],[],neutral
1630,aussiebotstudio: there is no super flu,[super],[],positive
1631,tjboi8 oo para immune kna agad kung tawagin k ng alinman sa dalawa,[],[],neutral
1632,citizentvkenya so this guy went to usa and thinks that he is immune to the laws of his motherland,[],[],neutral
1633,adaora_chinedu:  nassnigeria,[],[],neutral
1634,nathanbuckley22: i'm so thankful that i didn't get the jab  i caught covid and have fully recovered  like the other 99   i know that my,[thankful, like],[],positive
1635,because the people deciding that government officials are immune from any sort of accountability are     government officials who do not have  or want  any sort of accountability,[],[],neutral
1636,forensic_stats:  jburnmurdoch apart from the fact that it is far more transmissible,[],[],neutral
1637,aussiemamma89  susanogden2 it's immuno suppressant  nothing specific,[],[],neutral
1638,tonisoriano66: more evidence on better immune response in children: young children mount robust antibody responses to sars cov 2 follow,[better, robust],[],positive
1639,sophsoph_psd  markhoro  thenation to my disability,[],[],neutral
1640,nickowenn1  stevenwilson777  spursonfifa  robinh00dthe2nd  maccspider  michaelyeadon3  k_b_lvi  breezergalway  basil_ireton  tonymac5  dazejohnby  yeahnaa333  iamiron62  crazycdn2  drhachi3  mr_raidermd  sausagekleo  jaxumhoodwinkd  realsallyjiggle  fredeast11  stugooner1984  athankless  mutzuk  mardic123  ben32074  rnfringe  npr  laymansscience  gvdbossche  sabinehazanmd the immune system does almost nothing until you have survived it   and there are almost no serious side effects to the vaccines,[],[],neutral
1641,drtedros  who rubbish  the jab delivers spike proteins  amp  instructs the body to make spike proteins which cause bleeding and blood clots leading to strokes,[leading],[bleeding, rubbish],negative
1642,unutritionl: dry season sea moss that contains 92 minerals,[],[],neutral
1643,standwithukraine   you are not immune to propaganda,[],[propaganda],negative
1644,philstarstyle: us biotech firm moderna on wednesday said it was pursuing regulatory approval for its covid vaccine in children under si,[approval],[],positive
1645,a woman working in the office of aldi in australia was dismissed because she refused covid vaccination  letters from 2 drs stating her chronic immune disorder meant it was inadvisable were ignored  ps she is allowed to enter and shop in any aldi store   covid  auspol,[],[disorder, refused, chronic, inadvisable],negative
1646,us biotech firm moderna on wednesday said it was pursuing regulatory approval for its covid vaccine in children under six years old after the two shot regimen was found to be safe and produced a strong immune response,[strong, approval, safe],[],positive
1647,2 why would anybody in their right minds turn the endothelial cells of their blood vasculature  so important in the aging process  into immune system targets and the nanoparticles viral vectors could also enter the humoural immune system cells themselves,[important, right],[],positive
1648,1 corinthians 15:52,[],[],neutral
1649,transcriptomic analysis of liver indicates novel vaccine to porcine reproductive and respiratory virus promotes homeostasis in t cell and inflammatory immune responses compared to a commercial vaccine in pigs https:  t co 3lvnwcgnw3  frontvetscience,[],[pigs, inflammatory, virus],negative
1650,wardens aren't immune to the taint forever  in time,[],[taint],negative
1651,nickowenn1  spursonfifa  robinh00dthe2nd  maccspider  michaelyeadon3  k_b_lvi  swaledalemutton  breezergalway  basil_ireton  tonymac5  dazejohnby  yeahnaa333  iamiron62  crazycdn2  drhachi3  mr_raidermd  sausagekleo  jaxumhoodwinkd  realsallyjiggle  fredeast11  stugooner1984  athankless  mutzuk  mardic123  ben32074  rnfringe  npr  laymansscience  gvdbossche  sabinehazanmd everyone who dies of covid has an immune system,[],[dies],negative
1652,just a quick update for my real ones,[],[],neutral
1653,lakovosjustice: urgent public news: the natural t cell immunity is destroyed and therefore allowing cancers  it creates acquired immune,[],[urgent],negative
1654,lucasmillar5gm1  nathanbuckley22 a lot of confusion on this  the mrna increases risk of contracting hiv and all other illnesses because it causes immune deficiency  aids   but hiv is it s own unique virus that attacks the immune system  yeah it s confusing,[],[deficiency, attacks, risk, confusing, confusion, virus],negative
1655,dr2nisreenalwan: wave after wave after wave of covid and there s still so systemic commitment to better ventilating indoor spaces  cros,[better, commitment],[],positive
1656,lakovosjustice: urgent public news: the natural t cell immunity is destroyed and therefore allowing cancers  it creates acquired immune,[],[urgent],negative
1657,opozzuto vaids,[],[],neutral
1658,kabibo sa mga atheist fb groups na abi nimog immune na ug politician worship  dili diay,[],[],neutral
1659,yayshamsaldeen:                        🇬🇧  mhragovuk                                             astrazeneca,[],[],neutral
1660,cmckenney why  to lower your immunity and put yourself at risk of vaids  double triple jabbed immune systems are shot to pieces,[],[risk],negative
1661,immune_soul_ 🫡🫡,[],[],neutral
1662,i have the weakest immune system ever 😭😭😭,[],[],neutral
1663,kevykev2110  zuppo7  rnemergency i ve never worn a mask nor had a jab nor had covid  my 2 granddaughters positive for covid on the tuesday after spending the friday to sunday night at my house and my jabbed partner positive on the wednesday    i m 73 with copd but my immune system keeps me safe,[safe, positive],[worn],positive
1664,dremmakatz: 'weak justice responses lead perpetrators to believe they are immune to consequences        when this belief is reinforced,[lead],[],positive
1665,immune_soul_ yessirrr,[],[],neutral
1666,a nationwide study of the risks of major mental disorders among the offspring of parents with rheumatoid arthritis https:  t co neysr1lf6s unsurprisingly,[],[risks],negative
1667,reesstamaria: kris aquino   who has lupus,[],[],neutral
1668,kdj_225: kdj: fine,[fine],[],positive
1669,imala gej san vezan za charli xcx moja podvijest je rekla you are not immune to boobs,[],[],neutral
1670,drjohnb2: a case of anti p200 pemphigoid following  covidvaccination:,[],[],neutral
1671,emilygraymd_mph:  melissacreate15  natasha_kc1 no,[],[],neutral
1672,ntoola9:  alexmeshkin  gab_h_r m mdsc are a major culprit in the tumor microenvironment which serve as immune inhibitors  sc means "sup,[],[culprit],negative
1673,theconwom: the covid conundrum   why do some of the unjabbed seem immune  https:  t co ep797whn6n,[],[],neutral
1674,stevenwilson777  spursonfifa  robinh00dthe2nd  maccspider  michaelyeadon3  k_b_lvi  swaledalemutton  breezergalway  basil_ireton  tonymac5  dazejohnby  yeahnaa333  iamiron62  crazycdn2  drhachi3  mr_raidermd  sausagekleo  jaxumhoodwinkd  realsallyjiggle  fredeast11  stugooner1984  athankless  mutzuk  mardic123  ben32074  rnfringe  npr  laymansscience  gvdbossche  sabinehazanmd because we have an immune system already and the jabs have a huge list of side effects  it s been proved that the vaccine is much more dangerous than covid  hence why this child was fine until jabbed with an experimental vaccine,[fine],[dangerous],neutral
1675,nathanbuckley22: i'm so thankful that i didn't get the jab  i caught covid and have fully recovered  like the other 99   i know that my,[thankful, like],[],positive
1676,lalabean1  equinsuocha1020  paulsendoug  lx_x_leanne_x_x wow  no immune system at all,[wow],[],positive
1677,hakosbaelz it does be like that,[like],[],positive
1678,annanikolo  restcure  annonomsly  riddingthewagon wrong on both accounts  federal still in place  you can t leave country without being vaxxed and it s not mandatory for kids  my kids are not   you just need to get past the sanctimonious attitudes  most docs have no clue how immune system works so it s not a long chat,[works],[sanctimonious, wrong],negative
1679,standwithukraine   you are not immune to propaganda,[],[propaganda],negative
1680,whaleshealth: avocado,[],[],neutral
1681,stilagrohub: it's a lively friday   there's happiness in the air,[lively, happiness],[],positive
1682,razaq445  nakiameshisu nice  the reason i am immune to the smell is because i am used to it already,[nice],[smell],neutral
1683,jimbo6664  tattooed_mummy staggering that this is real or rather the visual content is,[],[],neutral
1684,mynameistutoy hiv has low risk in oral pero dapat kapag viganal or anala dapat naka condom as always kahit nag malapalap layo ng 24hrs di ka parin mahahawa ng hiv patindin ang pag lunok ng semen ng hiv patient has low risk din depende kung malakas immune system mo😁,[patient],[nag, din, risk],negative
1685,dr2nisreenalwan: wave after wave after wave of covid and there s still so systemic commitment to better ventilating indoor spaces  cros,[better, commitment],[],positive
1686,cancer_cell: online now: seed or soil: tracing the immune subsets in metastatic tumors https:  t co rtnhl6euoq https:  t co utm1y6zd9i,[],[],neutral
1687,immune_soul_ i lie for fun🫢,[],[lie],negative
1688,justhrtss: new product alert 0 0,[],[],neutral
1689,enabeleno u already immune,[],[],neutral
1690,lakovosjustice: urgent public news: the natural t cell immunity is destroyed and therefore allowing cancers  it creates acquired immune,[],[urgent],negative
1691,aussiebotstudio: there is no super flu,[super],[],positive
1692,frenchriley  nathanbuckley22 decreased immune function doesn t just apply to covid,[],[],neutral
1693,sorry for the lack of energy lately,[],[sorry, lack],negative
1694,15chiarap:  ste_castoldi8  auroralittlesun io non vaccinata e non ho mai augurato il male a nessuno     i vaccinati a me hanno augurato,[],[],neutral
1695,auntiepeteau:  g_westgarth  pmalinauskasmp  9newsadel is this based on medical advice  i e  persons are only infectious for 7 days  or,[],[],neutral
1696,rising_serpent: 1  what did immune compromised people do before covid  you do know that there's always been other viruses,[],[],neutral
1697,janedoe2971: help i m not immune  ourflagmeansdeath  ofmdspoilers https:  t co tm4dj4nwqe,[],[],neutral
1698,carrdutton well,[well],[],positive
1699,lajamfam  barnes_law cause the vax makes your body make covid the rest of your life       just like all the "conspiracy theorists" said    not only that but it lowers your immune system  hence why aids has started skyrocketing  that third injection might've done it,[like],[],positive
1700,aussiebotstudio: there is no super flu,[super],[],positive
1701,senwhitehouse: there is nothing that makes a court immune to capture  https:  t co saidvjbl2e,[],[],neutral
1702,skidoushi: i have this headcanon where mumei is indestructible or is immune to ordinary weapons o    https:  t co ffffyucogq,[],[],neutral
1703,lakovosjustice: urgent public news: the natural t cell immunity is destroyed and therefore allowing cancers  it creates acquired immune,[],[urgent],negative
1704,aparanjape: "a number of theories have been suggested,[],[],neutral
1705,lakovosjustice: urgent public news: the natural t cell immunity is destroyed and therefore allowing cancers  it creates acquired immune,[],[urgent],negative
1706,lcwf_tbk:  cmo_england ah you are still there,[],[],neutral
1707,i'm so over this weather  i keep getting sick  i just might have to do an allergy test at this point  i must have lost my strong african immune system eating mac  amp  cheese and pizza 🤷🏾     i need some ngayi ngayi,[strong],[lost, allergy, sick],negative
1708,public money obligation for transparency time to show who drives and funds the attacks and lies from big oil https:  t co qrbbw0rhae,[],[attacks, lies],negative
1709,lakovosjustice: urgent public news: the natural t cell immunity is destroyed and therefore allowing cancers  it creates acquired immune,[],[urgent],negative
1710,smgdelhi: saint gurmeet ram rahim ji preaches to shun alcohol consumption as alcohol consumption impairs immune system thus increase ri,[saint],[shun],neutral
1711,biorxiv_plants: a wheat resistosome defines common principles of immune receptor channels  https:  t co t8jzgygplv  biorxiv_plants,[],[],neutral
1712,lakovosjustice: urgent public news: the u k  normalizing  testing for "aids " dod data suggesting the cancer risk signal is real  insur,[],[cancer, risk, urgent],negative
1713,littleskzmoment:  christophertext mr  immune system right now https:  t co ui25x59v78,[right],[],positive
1714,phew walmart won t be seeing me today cause once it start raining  amp thundering babe i stay in the house i m already getting over a cold my immune system to weak fa this 🤣,[won],[cold, weak],negative
1715,i'm so thankful that i didn't get the jab  i caught covid and have fully recovered  like the other 99   i know that my immune system works and i won't die of heart failure,[works, thankful, like],[die, failure],positive
1716,reesstamaria: kris aquino   who has lupus,[],[],neutral
1717,rmconservative: "greg van avermaet  ag2r citro n  is already writing off the world championships in belgium in september,[],[],neutral
1718,lakovosjustice: urgent public news: the natural t cell immunity is destroyed and therefore allowing cancers  it creates acquired immune,[],[urgent],negative
1719,lakovosjustice: urgent public news: the natural t cell immunity is destroyed and therefore allowing cancers  it creates acquired immune,[],[urgent],negative
1720,briancremy:  marckernermd  p_mcculloughmd  pierrekory correct,[correct],[],positive
1721,nousenglaland:  heather_1562  independent every person who has been  boosted has  covid19,[],[],neutral
1722,senwhitehouse: there is nothing that makes a court immune to capture  https:  t co saidvjbl2e,[],[],neutral
1723,bayae sana immune na q kiton,[],[],neutral
1724,interrobang_2: i have become immune to propaganda by consuming as much of it as i can from every source,[],[propaganda],negative
1725,desnoyersscott:  redberetsm4all  50linesonly  annadesnoyers the catholic church used to preach about  theunforgivablesin,[],[],neutral
1726,reesstamaria: kris aquino   who has lupus,[],[],neutral
1727,lakovosjustice: urgent public news: the natural t cell immunity is destroyed and therefore allowing cancers  it creates acquired immune,[],[urgent],negative
1728,standwithukraine   you are not immune to propaganda,[],[propaganda],negative
1729,senwhitehouse: there is nothing that makes a court immune to capture  https:  t co saidvjbl2e,[],[],neutral
1730,lakovosjustice: urgent public news: the natural t cell immunity is destroyed and therefore allowing cancers  it creates acquired immune,[],[urgent],negative
1731,smackenziekerr: pfizer vaccine can damage brain cells and immune system,[],[damage],negative
1732,weakened immune system,[],[],neutral
1733,valeriekeane53: don't kill your dandelions: they contain fibre,[],[kill],negative
1734,133_lt:  scotgovedu  jasonleitch  jasonleitch low risk you say🤔 maybe speak to some paediatric consultants who,[],[risk],negative
1735,vanditamorarka if you remove the fact that holika was a bahujan woman   was she evil,[],[evil],negative
1736,lakovosjustice: urgent public news: the natural t cell immunity is destroyed and therefore allowing cancers  it creates acquired immune,[],[urgent],negative
1737,smgdelhi: saint gurmeet ram rahim ji preaches to shun alcohol consumption as alcohol consumption impairs immune system thus increase ri,[saint],[shun],neutral
1738,dicedamsel i have everything crossed too 😂 that is 3 out of 4 people in my home who have caught covid,[],[],neutral
1739,jlc82676017: the natural t cell immunity is destroyed and therefore allowing cancers  it creates acquired immune deficiency syndrome "a,[],[deficiency, syndrome],negative
1740,sinesinead2:  fergalbowers  rtenews vaccines working a treat  in the u k  93  of covid deaths are vaccinated  they destroy your immune,[],[destroy],negative
1741,lakovosjustice: urgent public news: the natural t cell immunity is destroyed and therefore allowing cancers  it creates acquired immune,[],[urgent],negative
1742,elisabeth_bloom  dirfishertvdsb because covid can literally 100  hurt an immune compromised child and asymptomatic transmission is a thing  long covid can also hurt any child,[],[hurt],negative
1743,👊🏻need something that packs a punch when it comes to immune support  you have to try 5 day elderberry immune from  lifeextension  it is made with  elderberry extract,[support],[punch],neutral
1744,sandrodemaio no chance,[],[],neutral
1745,senwhitehouse: there is nothing that makes a court immune to capture  https:  t co saidvjbl2e,[],[],neutral
1746,christophertext: 💌 4 39pm,[],[],neutral
1747,lakovosjustice: urgent public news: the natural t cell immunity is destroyed and therefore allowing cancers  it creates acquired immune,[],[urgent],negative
1748,parsifaler: 16  again,[],[],neutral
1749,kaki385: translation:,[],[],neutral
1750,distant_sarah: so,[],[],neutral
1751,lakovosjustice: urgent public news: the natural t cell immunity is destroyed and therefore allowing cancers  it creates acquired immune,[],[urgent],negative
1752,elisaperego78: a good question  the science on covid,[good],[],positive
1753,skzwithstay8: bc 💭   🌱,[],[],neutral
1754,michaelmina_lab  benmazer  trumpisthefire  atlantic since false negative symptomatic tests are driven by an early immune response,[],[negative, false],negative
1755,kaki385 i am convinced you have no idea how vaccines work  covid vaccines are attenuated  this means basically and in a nutshell that they lack cell walls  they cant become anything  they only trigger your immune system  vaccines are 225 years old  read this  https:  t co wajs0z3led,[work],[lack],neutral
1756,polish study finds vax damages brains,[],[damages],negative
1757,senwhitehouse: there is nothing that makes a court immune to capture  https:  t co saidvjbl2e,[],[],neutral
1758,senwhitehouse: there is nothing that makes a court immune to capture  https:  t co saidvjbl2e,[],[],neutral
1759,lakovosjustice: urgent public news: the natural t cell immunity is destroyed and therefore allowing cancers  it creates acquired immune,[],[urgent],negative
1760,elisaperego78: young children and a significant percentage of the world's adult population remain unvaccinated,[significant],[],positive
1761,hjelle_brian: what immune defying function would allow a deltacron to defeat delta immunity,[defeat],[],positive
1762,kithe hoo ishee ke ketda payoo hoo,[],[],neutral
1763,natrevimmunol: the role of pi3k  in the immune system: new insights and translational implications https:  t co r9uhn2bq2k https:  t co,[],[],neutral
1764,hiv and tb,[],[],neutral
1765,mehowbrainz the result of taking an experimental shot comes with great risk  doctors who speak out r being silenced  unbelievable the damage that has been done globally  bloodcloths,[great],[unbelievable, damage, risk],negative
1766,lakovosjustice: urgent public news: the u k  normalizing  testing for "aids " dod data suggesting the cancer risk signal is real  insur,[],[cancer, risk, urgent],negative
1767,acosta why is he so immune  i really do not understand,[],[],neutral
1768,lakovosjustice: urgent public news: the natural t cell immunity is destroyed and therefore allowing cancers  it creates acquired immune,[],[urgent],negative
1769,parsifaler resulting late diagnoses of autoimmunity leads to chemotherapy in the worst cases,[leads],[worst],neutral
1770,lakovosjustice: urgent public news: the natural t cell immunity is destroyed and therefore allowing cancers  it creates acquired immune,[],[urgent],negative
1771,kdjhaveri: advances in understanding of pathogenesis and treatment of immune mediated kidney disease: a review https:  t co bjm73voi13,[],[],neutral
1772,thomasm42481384:  djtrumpjr i was reporting about auto immune deficiency syndrome and vaxx connection well over a yr ago,[well],[deficiency, syndrome],negative
1773,lakovosjustice: urgent public news: the natural t cell immunity is destroyed and therefore allowing cancers  it creates acquired immune,[],[urgent],negative
1774,newscientist: pancreatic cancer is notoriously hard to treat  a new approach uses bacteria to deliver tetanus into cancer cells,[],[notoriously, cancer, hard],negative
1775,so sick of my immune system finding new places to attack lately,[],[attack, sick],negative
1776,the natural t cell immunity is destroyed and therefore allowing cancers  it creates acquired immune deficiency syndrome "aids " funeral directors in israel seeing 1000  increase in death especially in young people  the governments goal is being accomplished,[accomplished],[deficiency, death, syndrome],negative
1777,gxlabxg60 "don't worry about it potion:gives user a cock that reflects their desires,[],[worry],negative
1778,woodsharp one thing this vaccine can not provide is killer cells that are produced catching it naturally which gives you a more robust immune system if exposed again which the vaccine gets weaker over time leaving you exposed,[robust],[weaker, killer],negative
1779,distant_sarah: so,[],[],neutral
1780,imvickymansa: alcohol consumption impairs the immune system,[],[],neutral
1781,resist13579  krisvancleave  l_a_baker your neurotic and i fear for how your kids are going to develop  you do realize that children are generally immune or have extremely mild symptoms  that their death rate is over one in a million,[],[symptoms, death, neurotic, fear],negative
1782,livepositivity: 15 supplements that boost your immune system     https:  t co b4naavschk https:  t co er3t75fn7b,[boost],[],positive
1783,practicalbob  bret_sears shingles vax can give you shingles and who knows what else  they are all loaded with toxins including unknown viruses from animal tissue  best to support your immune system and avoid all shots   been in boulder since sunday dog sitting then visiting,[best, support],[unknown],positive
1784,ragtoo  christinalecar3  benp7777  kevinpurdy16 aids is a result of a weakened immune system exposing the body to all manner of infection  so,[],[infection],negative
1785,christophertext: 💌 4 39pm,[],[],neutral
1786,kdjhaveri: advances in understanding of pathogenesis and treatment of immune mediated kidney disease: a review https:  t co bjm73voi13,[],[],neutral
1787,andrea___grace  justintrudeau not once did i say you didn't have an auto immune disorder  i just started that if you had a diagnosed one,[],[disorder],negative
1788,abcbirdie:  djtrumpjr vaids   v ax aquired immune deficiency syndrome,[],[deficiency, syndrome, ax],negative
1789,haramaininfo: the kingdom of saudi arabia now welcomes all travellers,[],[],neutral
1790,lakovosjustice: urgent public news: the u k  normalizing  testing for "aids " dod data suggesting the cancer risk signal is real  insur,[],[cancer, risk, urgent],negative
1791,neurosciencenew: excessive glucose consumption directly promotes the pathological function of certain cells within the immune system  c,[],[excessive],negative
1792,how to boost your immune system during the winter months https:  t co 1c2kj2ixwq,[boost],[],positive
1793,valeriekeane53: don't kill your dandelions: they contain fibre,[],[kill],negative
1794,carolemorinsoho: why don't i get viruses,[],[],neutral
1795,nurhusensamri: dear  houseforeign    endtigraysiege,[],[],neutral
1796,jimcramer ahh reverse psychology  thanks for the tip jimmy boi but i am immune to boomer tactics,[],[],neutral
1797,this ghana 🇬🇭 and nigeria match erhh,[],[],neutral
1798,bdh_in_clv  mchooyah you live in la la land,[],[],neutral
1799,profshanecrotty: our new pre print posted  we compare immune memory to moderna,[],[],neutral
1800,imartscrafts17  luke50490576 tried all that lol the chiropodist said the most effective treatment for them is needling  it penetrates the blood skin barrier  amp  triggers the body's own immune system to kill it off  well he had it done,[effective, well],[kill],positive
1801,captainoscarb:  notoforcedvaccinesforgatherings   cyrilramaphosa  we say no to your vaccine  our immune system is strong to fight covid,[strong],[],positive
1802,pansota1: now that the letter is out in public domain,[],[],neutral
1803,roureynolds: a vaccine helps protect a person from serious illness,[protect],[illness],neutral
1804,imgrund someone known to me did a rapid test  as soon as she put 3 drops the test turned positive within 2 3 minutes  i am starting to doubt the validity of these tests  also governments have allowed everyone to move around,[rapid, positive],[doubt],positive
1805,banounhelene: evolution of sars cov 2: review of mutations,[],[],neutral
1806,reesstamaria: kris aquino   who has lupus,[],[],neutral
1807,megtirrell: moderna says its two dose  covid19 vaccine series for kids 6mo under 6yrs met study goals,[],[],neutral
1808,reesstamaria: kris aquino   who has lupus,[],[],neutral
1809,captainoscarb:  notoforcedvaccinesforgatherings   cyrilramaphosa  we say no to your vaccine  our immune system is strong to fight covid,[strong],[],positive
1810,liminallife1  captaincoby00 same here,[],[],neutral
1811,mike_fabricant no one is immune from saying daft things and you are no exception   fuel duty is applied at the refinery gate or,[],[],neutral
1812,drgauravchandra: we are rolling out enzolytics ipf immune,[],[],neutral
1813,artisteformerly i have a sneaking suspicion the current war in ukraine will be that moment for many who will have to realise they were not immune to russophobia because that's how deep the roots go,[],[suspicion],negative
1814,cw elden ring spoiler:,[],[],neutral
1815,timcast newsflash: claiming to be a  journalist  does not make anyone immune from criminal liability,[],[liability, criminal],negative
1816,pansota1: now that the letter is out in public domain,[],[],neutral
1817,vincentgorman6: fda documents show covid vaxxes were rushed  amp  experimental  the necessary tests simply did not happen,[],[],neutral
1818,reesstamaria: kris aquino   who has lupus,[],[],neutral
1819,reesstamaria: kris aquino   who has lupus,[],[],neutral
1820,risahoshinomd compromised immune system here,[],[],neutral
1821,reesstamaria: kris aquino   who has lupus,[],[],neutral
1822,i m feeling so sick,[],[sick],negative
1823,reesstamaria: kris aquino   who has lupus,[],[],neutral
1824,babygotsnft: baby cannot be weakened,[],[],neutral
1825,pansota1: now that the letter is out in public domain,[],[],neutral
1826,pansota1: now that the letter is out in public domain,[],[],neutral
1827,tckj000: truth   the us,[],[],neutral
1828,organiclivefood: how  hexane increases profitability for corporations while reducing your immune system: https:  t co yy1zxkbrmp hexane,[],[],neutral
1829,faiburns  khonnews novel virus,[],[virus],negative
1830,or at least gimme strength or good immune so i could take care of her properly,[properly, good],[],positive
1831,thurgoodhamer: i'm very much over the blanket command "get therapy" when the research shows therapists habitually do harm to black men,[],[harm],negative
1832,marinerchrista  drleanawen  denise_dewald  cnn it s not the world s job to protect the immune compromised  you were delta bad hand get over it,[protect],[bad],neutral
1833,well,[well],[],positive
1834,amro soliman   presenting at northern research day   "isolation of skin leukocytes uncovers phagocyte immune responses during induction and resolution of inflammation in aeromonas veronii cutaneous infection" ualbertascience  ualbertafgsr for publication:https:  t co v1rmx1ftka https:  t co f5pou6qvdb,[],[inflammation],negative
1835,why is the most immunized country in the world  israel  experiencing the highest death rates,[],[death],negative
1836,scottinvictoria  saikate108  govcanhealth the muthafkng jab cause alot of ppl's immune system to be shit and rely of constant jabs every few months   this demic is far from over,[],[shit],negative
1837,adeczk:  scienceforukraine institut pasteur  including my lab on brain immune communication and many maaaaany more  opens to host ukrai,[],[],neutral
1838,an  invisibility cloak  for cancer drugs has been developed by scientists  it hides  good bacteria  from the immune system,[good],[cancer],neutral
1839,nayagam_p: sir  jm_scindia  is  aai_official,[],[],neutral
1840,roureynolds: a vaccine helps protect a person from serious illness,[protect],[illness],neutral
1841,biglipradio  andyspecht do you know how much worse every big company would be if they knew they were immune from big lawsuits,[],[worse],negative
1842,crosscutmaker  hwseleutheroi postmillennialism is immune to that criticism because it conveniently makes room for periods of suffering  basically,[conveniently],[suffering, criticism],negative
1843,epiwhisper: i haven t seen any1 else explicitly say this:,[],[],neutral
1844,luisaporritt pcr is banned by cdc  it does not diagnose covid or infectiousness  fraud  covid was a normal flu  now it s bacterial pneumonia or infections from mask wearing,[],[fraud, infections],negative
1845,rachelnotley: jason kenney s so called war room isn t even subject to freedom of information laws,[freedom],[],positive
1846,soccer_4_all: no one is immune to mental illness  we hope that  paulpogba recovers well and by being open  amp  honest it will encourage ot,[encourage, honest, well],[illness],positive
1847,reesstamaria: kris aquino   who has lupus,[],[],neutral
1848,just_a_skelly i  i'm immune to electric,[],[],neutral
1849,just_a_skelly i  i'm immune to electric,[],[],neutral
1850,rebecca64685195:  carolhscc  skrying4poetry  radiofreetom  alexberezow  drleanawen i'm so sorry for your loss,[],[loss, sorry],negative
1851,megtirrell: moderna says its two dose  covid19 vaccine series for kids 6mo under 6yrs met study goals,[],[],neutral
1852,independent_ie 7 signs of weak immune system without realizing it,[],[weak],negative
1853,escmid: "immune dysfunction by covid 19 increases susceptibility to fungal infections" agostino carvalho  braga,[],[],neutral
1854,amrakunj  aspiemum churchill would strap all the fx crypto traders feasting on the dead in war from currency falls against promises to the troops ww2 saying"too many people,[promises],[falls, dead],negative
1855,it appears  eku is dropping the classroom mask mandate  because  the positivity rate is down,[],[],neutral
1856,robbietusin_: kris aquino,[],[],neutral
1857,it is not like you yoirself are fucking immune to irrecoverable shattering you haughty bitch,[like],[bitch, irrecoverable, fucking, haughty],negative
1858,dockaurg: i m old enough to remember when our immune system wasn t considered to be a  conspiracy theory,[enough],[conspiracy],neutral
1859,sjkskensjxjd  nickym1111  cramd  1st_chaz  hillaryclinton no,[],[],neutral
1860,reesstamaria: kris aquino   who has lupus,[],[],neutral
1861,sportsroc2 are his opinions immune to criticism,[],[criticism],negative
1862,unhealthytruth graphene replication now classified as immune response  🤨,[],[],neutral
1863,edthetechie and they are still immune from prosecution on the current death potion,[],[death],negative
1864,thatguyshav your immune system shot brodie u always sick,[],[sick],negative
1865,nameoftheyear:  sharessan 1  eelektross,[],[],neutral
1866,jos21bell churchill would strap all the fx crypto traders feasting on the dead in war from currency falls against promises to the troops ww2 saying"too many people,[promises],[falls, dead],negative
1867,pansota1: now that the letter is out in public domain,[],[],neutral
1868,evilangela  andreagrimes "i have an immune system  cholera and giardia only kill people with pre existing conditions  i refuse to pay taxes for so called 'sanitation' services ",[],[refuse, kill],negative
1869,cyanoalgae ooh yep  the lack of parasites is probably doing wonders for his immune system,[wonders],[lack],neutral
1870,janefreedmanmd giving  mghhearthealth grand rounds today  interesting facts about the immune system and thrombosis   cardiotwitter 1 n,[interesting, grand],[],positive
1871,medpubimmuno: vaccine induced t cells provide long lasting immune response to covid 19,[],[],neutral
1872,reesstamaria: kris aquino   who has lupus,[],[],neutral
1873,i'm very much over the blanket command "get therapy" when the research shows therapists habitually do harm to black men  therapists,[],[harm],negative
1874,agingdoc1: quantitative restoration of immune defense in old animals determined by naive antigen specific cd8 t cell numbers  https:  t,[],[naive],negative
1875,oldnormality: just back from supermarket  so many masks  i can only conclude that the multi jabbed twunts are testing positive and that,[positive],[],positive
1876,janelleybelley3  daily_express the same people who put ukraine flag in their profile and that wearing 2 masks and getting 3 jabs makes them immune to covid,[],[],neutral
1877,sbi_imuno: acontece na pr xima segunda feira  28 3,[],[],neutral
1878,shaneywright i saw a paper on anti ace2 autoantibodies but levels were basically the same in control,[],[],neutral
1879,did a 25g macrodose of shrooms last night  i have officially leveled up and become immune to shrooms and my depression is gone  all traumatic memories,[],[traumatic, depression],negative
1880,standwithukraine   you are not immune to propaganda,[],[propaganda],negative
1881,formerlyphread: good news  i do not have osteoarthritis,[good],[],positive
1882,the way i get sick so often,[],[sick],negative
1883,jojomo26:  imgrund my daughter is going to school double masked today   apparently it is now her responsibility to protect herself goin,[protect],[],positive
1884,lymphoid follicle chip models complex immune responses https:  t co pgt6sm0y33,[],[complex],negative
1885,nameoftheyear:  sharessan 1  eelektross,[],[],neutral
1886,reesstamaria: kris aquino   who has lupus,[],[],neutral
1887,having had covid 3 weeks ago,[],[],neutral
1888,megtirrell: moderna says its two dose  covid19 vaccine series for kids 6mo under 6yrs met study goals,[],[],neutral
1889,isabeloakeshott  awful lot of people   i m immune suppressed so my family  amp  me still wear masks  catching covid it might kill me or my transplanted kidney  we re just trying our best to keep me healthy don t feel i m in prison but it s difficult  my options  amp  preferences are different than yours,[healthy, best],[awful, difficult, kill, prison],negative
1890,howardstern stay in your luxurious home and wear your mask playing with your millions if you re scared,[luxurious],[scared],neutral
